MOP,language,text,length,rating_list,mean_rating,text_clean,mean_check
MOP2,en,"Not only will the test be easier in the future , but it should also be cheaper too .",17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"not only will the test be easier in the future , but it should also be cheaper too .",4.0
MOP2,en,I then turned the picture round and completed the other two sides .,12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,i then turned the picture round and completed the other two sides .,4.0
MOP2,en,"If so , could they share the knowledge with us ?",9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"if so , could they share the knowledge with us ?",4.0
MOP2,en,U2 LAST night unveiled their stunning new video Interference at a spectacular bash at London's Planetarium …,16,"[4, 4, 1, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3.53846153846,u2 last night unveiled their stunning new video interference at a spectacular bash at london's planetarium …,3.5384615384615383
MOP2,en,But Mr. Leggatt hoped that the lack of space for burials would not lead to restrictions in the future .,19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,but mr. leggatt hoped that the lack of space for burials would not lead to restrictions in the future .,4.0
MOP2,en,"My social worker who gave me advice asked if I wanted adoption or fostering , and I said fostering ( it was a white family ) .",23,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",3.57142857143,"my social worker who gave me advice asked if i wanted adoption or fostering , and i said fostering ( it was a white family ) .",3.5714285714285716
MOP2,en,The results clearly show a high prevalence of oesophagitis in the adult asthmatic population .,14,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,the results clearly show a high prevalence of oesophagitis in the adult asthmatic population .,4.0
MOP2,en,"For this reason it was really only suited to the manufacture of plywood , for which it was immensely successful .",19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"for this reason it was really only suited to the manufacture of plywood , for which it was immensely successful .",4.0
MOP2,en,But I guess they have got something to point to if they've built good roads and railways and so on .,20,"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,but i guess they have got something to point to if they've built good roads and railways and so on .,3.7857142857142856
MOP2,en,‘ Can you name the disciples ? ’ asked one journalist .,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,‘ can you name the disciples ? ’ asked one journalist .,4.0
MOP2,en,"Tom-Frode , Odd-Knut and Tony wait for us to arrive .",9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"tom-frode , odd-knut and tony wait for us to arrive .",4.0
MOP2,en,The white lines show the body's electric force which energy-giving crystals can tune into,14,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8125,the white lines show the body's electric force which energy-giving crystals can tune into,3.8125
MOP2,en,One of the American networks wants to do a television interview .,11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,one of the american networks wants to do a television interview .,4.0
MOP2,en,"Guinness provides financial support to organisations engaged in medical research , health , youth , environment and conservation , employment and enterprise trusts , education and the arts .",23,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.82352941176,"guinness provides financial support to organisations engaged in medical research , health , youth , environment and conservation , employment and enterprise trusts , education and the arts .",3.823529411764706
MOP2,en,"A gang of Muslim extremists believed her story , and the results were dire .",13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"a gang of muslim extremists believed her story , and the results were dire .",4.0
MOP2,en,"The rain which would turn their campground to mud , and fill the cisterns of Famagusta .",15,"[4, 4, 4, 1, 4, 1, 4, 4, 1, 1, 4, 1, 4]",2.84615384615,"the rain which would turn their campground to mud , and fill the cisterns of famagusta .",2.8461538461538463
MOP2,en,Questions can be asked by The Speaker ( see below ) or the player who has just thrown ( or would have just thrown ),21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,questions can be asked by the speaker ( see below ) or the player who has just thrown ( or would have just thrown ),4.0
MOP2,en,"The second limiting factor was less immediate , but of greater potential impact .",12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"the second limiting factor was less immediate , but of greater potential impact .",4.0
MOP2,en,"Once the nest is completed , the male sets off in search of a female .",14,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",3.8125,"once the nest is completed , the male sets off in search of a female .",3.8125
MOP2,en,of them revealed that they had been the victims of marital rape .,12,"[1, 1, 1, 1, 1, 4, 1, 1, 1, 4]",1.6,of them revealed that they had been the victims of marital rape .,1.6
MOP2,en,The government has plans to reverse the process by reforestation and investment in projects of sustained development .,17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,the government has plans to reverse the process by reforestation and investment in projects of sustained development .,4.0
MOP2,en,He does not deign to compare the British and the French railways .,12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,he does not deign to compare the british and the french railways .,4.0
MOP2,en,"Lay the child on his back , turn his head and remove any debris in his mouth with your finger .",19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"lay the child on his back , turn his head and remove any debris in his mouth with your finger .",4.0
MOP2,en,"Strach may be 37 , but who gives a shit really ?",10,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3.8125,"strach may be 37 , but who gives a shit really ?",3.8125
MOP2,en,"In return , the Church cut a somewhat uncertain figure .",9,"[4, 4, 4, 1, 4, 4, 4, 1, 1, 1, 4, 1, 4, 4, 1, 1]",2.6875,"in return , the church cut a somewhat uncertain figure .",2.6875
MOP2,en,However it is almost certain that the offer will be rejected .,11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,however it is almost certain that the offer will be rejected .,4.0
MOP2,en,"Mr Stolpe said East Germans had recently discovered their power , and Mr Krenz had not succeeded in restoring the leadership's credibility .",21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"mr stolpe said east germans had recently discovered their power , and mr krenz had not succeeded in restoring the leadership's credibility .",4.0
MOP2,en,"Smiling , Harry put the letter back in its envelope .",9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.75,"smiling , harry put the letter back in its envelope .",3.75
MOP2,en,Leicestershire is the only county to account for its distributions from the TCCB on a cash as opposed to an accruals basis .,22,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.76923076923,leicestershire is the only county to account for its distributions from the tccb on a cash as opposed to an accruals basis .,3.769230769230769
MOP2,en,"It'll look great on the beach , as an evening top under a pretty blouse or under a jacket for work .",20,"[4, 1, 4, 4, 4, 4, 1, 1, 4, 4, 4, 4, 4, 4]",3.35714285714,"it'll look great on the beach , as an evening top under a pretty blouse or under a jacket for work .",3.357142857142857
MOP2,en,"They also read representative works in traditional and modern Chinese history , literature , philosophy and religion .",15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"they also read representative works in traditional and modern chinese history , literature , philosophy and religion .",4.0
MOP2,en,"If you'd prefer a sleek , brass finish , the Brass Dream fire by Valor is a good choice and costs about £399 .",20,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.8,"if you'd prefer a sleek , brass finish , the brass dream fire by valor is a good choice and costs about £399 .",3.8
MOP2,en,"‘ If you did that , then it is just about the greatest miracle a person has ever performed since the time of Jesus . ’",22,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.78571428571,"‘ if you did that , then it is just about the greatest miracle a person has ever performed since the time of jesus . ’",3.7857142857142856
MOP2,en,"She kicked something in the gloom , and stopped briefly to pick it up .",13,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",3.8,"she kicked something in the gloom , and stopped briefly to pick it up .",3.8
MOP2,en,"‘ I'm just back from India , ’ he announced importantly .",8,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,"‘ i'm just back from india , ’ he announced importantly .",3.7857142857142856
MOP2,en,It is the sort of place where you find a different object of interest every time you go back .,19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,it is the sort of place where you find a different object of interest every time you go back .,4.0
MOP2,en,"McLaren keeps his own counsel , being as reticent as Ferguson is gregarious .",12,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8125,"mclaren keeps his own counsel , being as reticent as ferguson is gregarious .",3.8125
MOP2,en,She'd made one final attempt on the Archdeacon before departing .,10,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4]",3.4,she'd made one final attempt on the archdeacon before departing .,3.4
MOP2,en,Air show : The famous Red Arrows are to provide a grand finish to the Southport Air Show .,17,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8125,air show : the famous red arrows are to provide a grand finish to the southport air show .,3.8125
MOP2,en,"Add the grated orange rind and juice , eggs , sugar , cornflour and ginger .",12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"add the grated orange rind and juice , eggs , sugar , cornflour and ginger .",4.0
MOP2,en,"A path led up from where they stood , its stone flags worn and broken , its progress hidden here and there by moss and weed .",24,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4, 4]",3.57142857143,"a path led up from where they stood , its stone flags worn and broken , its progress hidden here and there by moss and weed .",3.5714285714285716
MOP2,en,If there's a younger referee than me it'll prove that someone has got real guts .,15,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.76923076923,if there's a younger referee than me it'll prove that someone has got real guts .,3.769230769230769
MOP2,en,"The mannikin ran in front of Cranston , jumping up and down .",11,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4]",3.35714285714,"the mannikin ran in front of cranston , jumping up and down .",3.357142857142857
MOP2,en,R4 THIS MORNING SAYS DON HOWE IS ANOTHER LIKELY CANDIDATE TO TAKE US INTO THE NEW YEAR .,17,"[1, 4, 1, 4, 4, 4, 1, 1, 1, 4, 4, 1]",2.5,r4 this morning says don howe is another likely candidate to take us into the new year .,2.5
MOP2,en,It is one of the ways in which the Spirit evokes prayer in the people of the Messiah .,18,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.75,it is one of the ways in which the spirit evokes prayer in the people of the messiah .,3.75
MOP2,en,Such fundamentals should be the same for all .,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,such fundamentals should be the same for all .,4.0
MOP2,en,Sega owners are bigger in the trouser department .,8,"[1, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 1, 4, 4, 1, 1]",2.875,sega owners are bigger in the trouser department .,2.875
MOP2,en,"I'm just sick of reporters tramping in and out , wanting to know her business .",14,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"i'm just sick of reporters tramping in and out , wanting to know her business .",4.0
MOP2,en,Or if you went into her kitchen and interfered .,9,"[4, 1, 1, 1, 4, 4, 1, 1, 1, 4, 4, 4, 1, 1, 1]",2.2,or if you went into her kitchen and interfered .,2.2
MOP2,en,"However , by 1976 , local councils in east London were able to publicize the advantages of their areas to industrialists .",19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"however , by 1976 , local councils in east london were able to publicize the advantages of their areas to industrialists .",4.0
MOP2,en,"It may be the detailed description and prices of merchandise , details of a complaint , ideas for a new product , or whatever .",21,"[4, 1, 1, 4, 4, 4, 1, 4, 4, 4, 4, 1]",3.0,"it may be the detailed description and prices of merchandise , details of a complaint , ideas for a new product , or whatever .",3.0
MOP2,en,"Japanese banks operating in London accounted for 28.5% of total lending from London in 1991 , American banks 15% , and other banks 40.7% .",22,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"japanese banks operating in london accounted for 28.5% of total lending from london in 1991 , american banks 15% , and other banks 40.7% .",4.0
MOP2,en,"‘ I'm dying for a cup of tea , ’ Charlie announced .",9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ i'm dying for a cup of tea , ’ charlie announced .",4.0
MOP2,en,And are hoping for a Twickenham meeting with either Kidderminster Carolians or Hitchin in the finals .,16,"[1, 4, 1, 1, 4, 4, 1, 4, 1, 4, 1, 4]",2.5,and are hoping for a twickenham meeting with either kidderminster carolians or hitchin in the finals .,2.5
MOP2,en,"This is an appeal by Swansea City Council against a decision of Judge Michael Evans Q.C. , given in Swansea County Court on 6 February 1991 .",25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"this is an appeal by swansea city council against a decision of judge michael evans q.c. , given in swansea county court on 6 february 1991 .",4.0
MOP2,en,Who was Elsie and what had happened to her ?,9,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.75,who was elsie and what had happened to her ?,3.75
MOP2,en,"She stared into his eyes , and saw the suppressed hunger there , and her heart seemed to contract then swell inside her .",21,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.76923076923,"she stared into his eyes , and saw the suppressed hunger there , and her heart seemed to contract then swell inside her .",3.769230769230769
MOP2,en,"A sense of well-being , of transformation and enlightenment , penetrates to the very marrow of his bones .",16,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3.8,"a sense of well-being , of transformation and enlightenment , penetrates to the very marrow of his bones .",3.8
MOP2,en,"— one of the control sample respondents possessed all three traits , and one-quarter two out of three .",16,"[4, 1, 1, 1, 4, 1, 1, 4, 1, 4, 1, 1]",2.0,"— one of the control sample respondents possessed all three traits , and one-quarter two out of three .",2.0
MOP2,en,wonder why you — But mibbe I should thank ma,9,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,wonder why you — but mibbe i should thank ma,1.0
MOP2,en,"A somewhat thicker book , The Bernese Alps details the important region skirted by the previous book .",16,"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8,"a somewhat thicker book , the bernese alps details the important region skirted by the previous book .",3.8
MOP2,en,"Booming out of speaker boxes perched on the kerb , thundering from bars and shops , every corner has its own sound system .",21,"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.75,"booming out of speaker boxes perched on the kerb , thundering from bars and shops , every corner has its own sound system .",3.75
MOP2,en,Young people's knowledge about the harmful effects of smoking is considerable ; those who take up smoking are not doing so purely out of ignorance .,24,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,young people's knowledge about the harmful effects of smoking is considerable ; those who take up smoking are not doing so purely out of ignorance .,4.0
MOP2,en,Tandem's annual revenues grew by 24 per cent to $1.6 billion .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,tandem's annual revenues grew by 24 per cent to $1.6 billion .,4.0
MOP2,en,Gwyneth Dunwoody stated that we were secretly dismantling the health service and Roy Hattersley muttered about contracting out old people like refuse collection .,23,"[4, 1, 4, 4, 4, 4, 4, 4, 1, 1, 4, 1, 4]",3.07692307692,gwyneth dunwoody stated that we were secretly dismantling the health service and roy hattersley muttered about contracting out old people like refuse collection .,3.076923076923077
MOP2,en,Could a man who deserted his wife and child for another woman get off free without scars ?,17,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.78571428571,could a man who deserted his wife and child for another woman get off free without scars ?,3.7857142857142856
MOP2,en,"If the French should take them and see them directed to such noted men , they might take care to send them to them .",23,"[1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 4]",1.4,"if the french should take them and see them directed to such noted men , they might take care to send them to them .",1.4
MOP2,en,"The Cats Protection League Bazaar , Parliament Room , Royal Baths Assembly Rooms , Crescent Road .",13,"[1, 1, 1, 4, 1, 4, 4, 1, 1, 1, 1, 1, 1, 4, 1]",1.8,"the cats protection league bazaar , parliament room , royal baths assembly rooms , crescent road .",1.8
MOP2,en,"Their discoveries have worrying implications for the 600,000 people thought to have been affected by the release of radiation .",19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3.75,"their discoveries have worrying implications for the 600,000 people thought to have been affected by the release of radiation .",3.75
MOP2,en,"It brings the twittering children , and the birds ,",8,"[4, 1, 4, 4, 4, 4, 1, 4, 1, 4, 4, 1, 4]",3.07692307692,"it brings the twittering children , and the birds ,",3.076923076923077
MOP2,en,"The consequences of this latter factor have been to at times lead to the definition of community care as ‘ non-hospital care ’ ( Parker , 1990 ) .",23,"[1, 1, 4, 1, 4, 4, 4, 4, 1, 4, 4, 1, 1, 1]",2.5,"the consequences of this latter factor have been to at times lead to the definition of community care as ‘ non-hospital care ’ ( parker , 1990 ) .",2.5
MOP2,en,"Viol tried to flag down another , but the driver ignored him .",11,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.76923076923,"viol tried to flag down another , but the driver ignored him .",3.769230769230769
MOP2,en,"Graphically oriented programming tools , application programming interfaces and cross-application macro facilities will also be offered .",15,"[4, 1, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.625,"graphically oriented programming tools , application programming interfaces and cross-application macro facilities will also be offered .",3.625
MOP2,en,"Thirdly , uncertainty now surrounds the future of the industry .",9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"thirdly , uncertainty now surrounds the future of the industry .",4.0
MOP2,en,"Had he not , as everyone knew , single-handedly raised and led an Arab army against the Turks ?",16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"had he not , as everyone knew , single-handedly raised and led an arab army against the turks ?",4.0
MOP2,en,The closest cooperation between the allocation officers and each unit manager is essential both in devising the plan and in the scheduling of holidays .,24,"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 1]",3.6,the closest cooperation between the allocation officers and each unit manager is essential both in devising the plan and in the scheduling of holidays .,3.6
MOP2,en,"‘ There is no robust critique , no convincing body of evidence , no sign of learning from a decade of failure .",19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.78571428571,"‘ there is no robust critique , no convincing body of evidence , no sign of learning from a decade of failure .",3.7857142857142856
MOP2,en,Survival time was defined as the period between surgery and death .,11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3.78571428571,survival time was defined as the period between surgery and death .,3.7857142857142856
MOP2,en,"Mr Tadgell , 32 , rented a flat in Australia with Joanna as she progressed from a cleaner to a waitress at the casino .",22,"[4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 4, 4]",3.4,"mr tadgell , 32 , rented a flat in australia with joanna as she progressed from a cleaner to a waitress at the casino .",3.4
MOP2,en,"The Daurog moved about their business , eyeing Tallis with the same shivering caution as the evening before .",17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.78571428571,"the daurog moved about their business , eyeing tallis with the same shivering caution as the evening before .",3.7857142857142856
MOP2,en,"Mr Jenks marched along the corridor , glaring wrathfully about him , and the children fell back on both sides without a murmur .",21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"mr jenks marched along the corridor , glaring wrathfully about him , and the children fell back on both sides without a murmur .",4.0
MOP2,en,"Your detective of the detective story , of course , went about seeking information .",12,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 1, 4, 1]",3.0,"your detective of the detective story , of course , went about seeking information .",3.0
MOP2,en,So you're working on a peer-group political model of photography and meaning ?,12,"[4, 4, 4, 4, 4, 4, 1, 1, 4]",3.33333333333,so you're working on a peer-group political model of photography and meaning ?,3.3333333333333335
MOP2,en,The directives had no application to parliamentary proceedings or elections and allowed reported speech .,14,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.78571428571,the directives had no application to parliamentary proceedings or elections and allowed reported speech .,3.7857142857142856
MOP2,en,Crystal thought Berg was a newspaper reporter and she assured Rain : ‘ I didn't spoil your story by telling him MI something killed MacQuillan . ’,23,"[4, 4, 1, 1, 4, 1, 4, 1, 4, 4, 4, 4, 1]",2.84615384615,crystal thought berg was a newspaper reporter and she assured rain : ‘ i didn't spoil your story by telling him mi something killed macquillan . ’,2.8461538461538463
MOP2,en,"Another street , also running approximately north-south , lay between it and Ryknild Street ; the branch north of the Tiddington road",19,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1, 1]",3.4,"another street , also running approximately north-south , lay between it and ryknild street ; the branch north of the tiddington road",3.4
MOP2,en,I congratulate you on the unambiguity of your situation .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,i congratulate you on the unambiguity of your situation .,4.0
MOP2,en,"‘ If you wish to avail yourself of the bathroom facilities , feel free .",12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 4]",3.35714285714,"‘ if you wish to avail yourself of the bathroom facilities , feel free .",3.357142857142857
MOP2,en,"The idea is to increase people's knowledge about the strength of drinks and weekly limits , and the link between drinking and health and fitness .",24,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.8,"the idea is to increase people's knowledge about the strength of drinks and weekly limits , and the link between drinking and health and fitness .",3.8
MOP2,en,"When the Indians went hunting , whether for animals or for rival Indians , their firepower was deadly .",16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"when the indians went hunting , whether for animals or for rival indians , their firepower was deadly .",4.0
MOP2,en,"Facts speak for themselves , but only if executives are prepared to listen , are prepared to be convinced .",17,"[1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 1]",3.35714285714,"facts speak for themselves , but only if executives are prepared to listen , are prepared to be convinced .",3.357142857142857
MOP2,en,In the preceding decade London and other large metropolitan cities recorded massive population losses ; medium-sized cities either lost people or experienced only slow growth .,24,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,in the preceding decade london and other large metropolitan cities recorded massive population losses ; medium-sized cities either lost people or experienced only slow growth .,4.0
MOP2,en,‘ After the demise of our great team in ‘ 86 we were building sand castles for a while — they were collapsing all the time .,23,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4]",3.4375,‘ after the demise of our great team in ‘ 86 we were building sand castles for a while — they were collapsing all the time .,3.4375
MOP2,en,Amiss was stunned by the courtesy and curiously uplifted to find that not everyone in this establishment was like Colonel Fagg .,21,"[4, 4, 4, 4, 4, 1, 4, 1, 4, 4]",3.4,amiss was stunned by the courtesy and curiously uplifted to find that not everyone in this establishment was like colonel fagg .,3.4
MOP2,en,One in every six trees in Switzerland is showing signs of ill-health — double the level recorded eight years ago .,19,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.75,one in every six trees in switzerland is showing signs of ill-health — double the level recorded eight years ago .,3.75
MOP2,en,LEFT : Painter and decorator Kevin Barton latched into this early 2 lb 14 oz plaice during a session at Lepestone Point in Hampshire .,23,"[4, 4, 4, 4, 4, 4, 1, 1, 1, 4, 4, 4, 4, 1]",3.14285714286,left : painter and decorator kevin barton latched into this early 2 lb 14 oz plaice during a session at lepestone point in hampshire .,3.142857142857143
MOP2,en,It has been estimated that 65 per cent of the deals are spot and the remainder are forward deals .,19,"[1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 4]",3.30769230769,it has been estimated that 65 per cent of the deals are spot and the remainder are forward deals .,3.3076923076923075
MOP2,en,"As the mobs gathered , an assistant military attache asked Andrew about the pipe-playing episode in Reykjavik .",16,"[4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",3.5,"as the mobs gathered , an assistant military attache asked andrew about the pipe-playing episode in reykjavik .",3.5
MOP2,en,This was a necessity to qualify for a later call to the Bar .,13,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.625,this was a necessity to qualify for a later call to the bar .,3.625
MOP2,en,"‘ Here he comes , look out for this guy . ’",8,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",3.72727272727,"‘ here he comes , look out for this guy . ’",3.727272727272727
MOP2,en,‘ I hope you ain't gon na have a fit .,9,"[4, 1, 1, 4, 4, 4, 4, 1, 1, 1, 4, 1]",2.5,‘ i hope you ain't gon na have a fit .,2.5
MOP2,en,He could not go through it all again .,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,he could not go through it all again .,4.0
MOP2,en,‘ Will you help us find out what happened ? ’,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,‘ will you help us find out what happened ? ’,4.0
MOP2,en,The distinction between equity and equality in the distribution and use of social services is crucial to the debate on health inequalities .,22,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,the distinction between equity and equality in the distribution and use of social services is crucial to the debate on health inequalities .,4.0
MOP2,en,After I had my tea I would go to bed .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,after i had my tea i would go to bed .,4.0
MOP2,en,"The comprehensive tour included barley purchase , intake , laboratory , steeping , germination , kilns and malt dispatch .",14,"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,"the comprehensive tour included barley purchase , intake , laboratory , steeping , germination , kilns and malt dispatch .",3.7857142857142856
MOP2,en,"After all , he had managed to defeat the system and was in sole command of a small military unit .",19,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.8,"after all , he had managed to defeat the system and was in sole command of a small military unit .",3.8
MOP2,en,I think about G.P. holding me and caressing me .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",3.53846153846,i think about g.p. holding me and caressing me .,3.5384615384615383
MOP2,en,"‘ I didn't want to be a superstar , I just wanted to be able to play well .",16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ i didn't want to be a superstar , i just wanted to be able to play well .",4.0
MOP2,en,"LLOYD'S Register , the largest ship registration organisation , is being sued in America over a ship fire that killed 159 people two years ago .",23,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4]",3.53846153846,"lloyd's register , the largest ship registration organisation , is being sued in america over a ship fire that killed 159 people two years ago .",3.5384615384615383
MOP2,en,"This is not to deny , of course , that crime and violence in contemporary society is an important social reality .",19,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.78571428571,"this is not to deny , of course , that crime and violence in contemporary society is an important social reality .",3.7857142857142856
